# Credit card default data
#
# A data set containing information on customers. The aim here is to predict
# which customers will default based on their credit card debt and income.
#
# Variables:
# default = a factor with levels "No" and "Yes" indicating whether the 
#           customer defaulted on their debt.
# balance = the average balance that the customer has remaining on their 
#           credit card after making their monthly payment
# income = income of customer
#
default,balance,income
No,435,35620
Yes,1104,15096
No,586,52204
No,707,42408
No,1492,61096
No,683,44440
No,1020,43593
No,1546,32692
No,1114,44196
No,843,41917
No,1048,34413
No,360,44082
No,1235,40155
Yes,2237,25903
No,751,32035
No,232,42466
No,1617,41825
No,982,49645
No,538,27285
No,136,48800
No,615,30905
No,393,44149
No,1361,54705
No,254,37506
No,1392,48710
No,1508,43525
No,729,36557
No,1471,56477
No,967,32202
No,641,38792
No,1127,32771
No,1341,46264
No,751,50290
No,326,57313
No,700,49035
No,996,51394
No,281,40383
No,726,41793
No,743,50251
No,1404,43225
No,460,52709
No,1218,36290
No,904,51705
No,526,50764
Yes,1175,6958
No,701,42024
No,1102,36232
No,606,38897
No,1141,36495
No,1598,42515
No,390,42322
No,890,38376
No,694,46129
No,492,42143
No,676,38174
No,625,47406
No,45,27599
No,475,30800
No,1025,46114
No,696,40325
No,1144,50690
No,645,30277
Yes,1335,9134
No,706,52559
No,501,35665
No,992,30776
No,354,30726
No,839,47864
No,991,42768
Yes,956,17640
No,850,34368
No,309,31232
No,245,29275
Yes,313,11651
No,358,48565
No,1449,40495
No,464,38237
No,1492,40637
No,257,39020
No,818,43706
No,1241,51511
No,829,10949
No,1281,48837
No,720,43654
No,64,47969
No,1295,28001
No,341,33808
No,399,17349
No,710,31483
No,1468,26698
No,544,46150
No,1586,42709
No,1033,43595
No,1131,38834
No,544,24477
No,1117,33716
Yes,2155,20774
No,732,39433
No,592,33852
No,454,27865
No,170,27006
No,917,37213
No,611,38389
No,259,33328
No,813,49274
Yes,1043,14308
No,802,46182
No,675,26060
No,430,39921
No,1353,34089
No,1306,34412
No,1295,37712
No,886,40487
No,516,39639
No,1866,58711
No,658,41225
No,270,49128
No,953,20749
No,630,24919
Yes,1325,1664
No,49,37958
No,440,49358
No,1218,43996
No,1205,47168
No,946,39928
No,514,20632
No,1493,51510
No,738,25184
No,997,35591
No,1082,30627
No,1059,49380
No,245,42703
No,579,32296
No,1181,35352
No,969,45192
No,1857,33499
No,620,41059
Yes,1816,17914
No,1508,31101
No,1171,38712
Yes,2064,25428
No,878,29562
Yes,1041,10161
Yes,1994,32238
No,1290,42814
No,441,55971
No,821,68722
No,341,40255
No,217,31743
No,48,37536
No,501,49897
No,267,24155
No,624,54008
No,753,38672
No,413,63794
No,895,26138
Yes,1362,35754
No,593,55125
No,784,47323
No,952,21990
No,448,26351
No,316,37323
No,681,42316
No,1208,38461
Yes,1292,37154
No,664,48090
No,436,38831
No,579,36182
No,603,51230
Yes,1954,13930
No,1467,46875
No,1168,40616
No,390,53685
No,604,38759
No,940,33875
No,330,38151
No,1465,18600
No,817,41995
No,1245,36158
No,983,19986
No,645,32298
No,897,35756
No,527,41574
No,1283,46336
No,490,22751
No,887,41641
No,328,38500
No,326,25498
No,1817,29897
No,1534,35566
No,1270,36093
No,561,25254
No,698,35707
No,1421,37438
No,696,36978
No,1676,25317
No,572,24932
No,355,36328
No,333,22939
Yes,1622,24425
No,1132,19894
No,1494,32743
No,47,29568
No,154,54332
No,459,21166
No,1814,32978
No,983,20829
No,870,42397
No,522,28401
No,1151,38342
No,1382,19024
No,500,31336
No,340,43309
No,254,50237
No,690,32761
No,743,33556
No,736,49119
Yes,577,11282
No,400,47291
No,182,45938
No,744,37543
No,731,26655
No,616,38687
No,499,56344
No,785,45599
No,841,43372
No,181,35176
No,812,38324
No,1626,65027
No,962,43974
No,617,33369
No,1018,30228
No,709,35087
No,423,40844
No,734,30638
No,26,44092
No,646,36687
No,695,25545
No,537,28629
No,542,52447
No,812,46076
No,621,50475
No,549,39131
No,929,42503
No,155,44714
No,36,49076
No,719,39158
No,379,31351
No,904,30891
No,1029,18701
No,343,67930
No,376,21298
No,457,54894
No,1064,36475
No,1407,43678
No,418,29856
No,685,14757
No,650,46138
No,495,26741
No,699,27002
No,848,42194
No,1185,35793
No,1316,54833
No,629,32297
No,327,50562
No,949,26961
No,1078,50335
No,1256,31706
No,1357,37664
No,564,37696
No,794,41932
No,1387,56325
No,950,32676
No,1408,47496
No,466,41134
No,953,44894
No,747,41294
No,549,58539
No,641,31307
No,1649,42149
No,761,54682
No,420,58264
No,103,13719
No,266,24833
No,1559,45256
No,326,35015
No,1272,42671
No,906,46715
No,1071,35979
No,722,22669
No,1453,43371
No,1207,33671
No,1118,32633
No,1282,56778
No,735,51404
No,914,43460
No,4,22722
No,1064,38057
No,332,37265
No,839,43501
No,418,49670
No,539,23289
No,1651,34025
No,487,30839
No,1202,42819
No,324,34576
Yes,2063,18232
No,1058,39315
No,796,38444
No,1201,23969
No,1114,40360
No,822,50689
No,1080,43216
No,473,63760
No,1380,48088
No,1523,30766
Yes,624,10821
No,1351,46663
No,294,59129
No,1756,52498
No,439,46785
No,726,35504
No,1050,43172
No,1139,36978
No,568,39873
No,573,42285
No,1270,43032
No,1444,19153
Yes,1927,45212
No,102,27910
No,547,36969
No,908,28577
No,283,42132
No,89,39915
No,839,36666
No,522,40717
No,489,46503
No,443,43992
No,1034,21837
No,629,52090
No,1328,39878
No,761,19958
No,226,34305
No,902,37906
No,462,33157
No,1072,19959
No,424,25082
No,846,29812
No,1080,44391
No,829,52561
No,830,40750
No,1626,32828
No,1058,37230
No,729,35634
No,1583,15350
No,529,42249
No,809,24821
No,498,26591
No,489,26876
No,1047,42377
No,310,37697
No,1155,57641
Yes,2049,39884
No,1399,34194
No,130,53853
No,1400,52343
No,247,18954
No,509,18221
No,308,48124
No,733,40056
No,852,33211
No,1300,47581
No,1136,47721
No,986,34781
No,453,62912
No,775,46026
No,1075,27835
No,844,44518
No,392,45823
No,221,31764
No,149,36550
No,475,28183
No,1166,36325
Yes,1508,11781
No,913,52793
Yes,1316,21985
No,81,37652
No,1505,43036
No,251,33569
No,857,34691
No,93,49609
No,1363,35388
No,147,41872
No,1112,43202
No,1018,47723
No,150,39730
No,1074,47518
No,1352,40178
No,255,53697
No,391,47083
No,792,48128
No,1001,53681
No,798,43717
No,990,48041
No,1080,48227
No,1434,19865
No,793,28675
No,1352,24136
No,529,39925
No,692,39587
No,1086,36746
No,568,50643
No,1190,41966
No,1440,28370
No,373,30826
No,733,38592
No,1118,61940
No,505,43659
No,587,32622
No,578,45066
No,1230,59755
No,691,26989
No,782,49428
No,652,36348
No,763,50294
No,355,52927
No,1635,31541
No,697,63952
No,444,47858
No,1586,49011
No,1322,48907
No,942,34560
Yes,659,17548
No,1505,36697
No,48,32081
No,601,43846
No,1440,41815
No,32,33703
No,580,55724
No,916,37720
Yes,2007,38539
No,971,46052
No,665,36999
No,874,46204
No,444,56881
No,642,44858
No,617,46107
No,1164,38760
No,829,28428
No,23,37976
No,717,45268
No,168,49087
No,822,35358
No,770,39401
No,1039,33784
No,1015,38781
No,290,47724
No,656,26552
No,1457,24089
No,637,31871
No,1665,48296
No,826,31662
No,1221,29371
No,781,36745
No,919,33866
No,156,50136
No,407,38285
No,555,22789
No,705,35864
No,1083,45260
No,1700,53845
No,679,36695
No,763,44162
No,627,47489
No,660,33598
No,842,38162
No,1248,41556
No,420,44990
No,157,50132
No,667,51876
No,807,55736
No,1378,40229
No,354,25427
No,596,55591
No,102,44600
No,637,48462
No,1275,18045
No,403,29201
No,620,53748
No,1112,31059
No,1235,29992
No,850,45530
Yes,1652,16068
No,1518,53972
No,542,37640
No,329,46028
No,530,21737
No,1112,27695
No,291,23480
No,1133,36457
No,927,25363
No,784,33152
No,1838,32308
No,1040,16905
No,952,41690
No,749,46478
No,70,36217
No,1002,43048
No,949,14096
No,984,24667
No,527,28931
No,672,40908
No,807,49368
No,612,31368
No,2,42381
No,508,45728
No,1678,41814
No,333,29400
No,1322,43803
No,853,46663
No,1408,43034
No,350,46894
No,17,24492
Yes,1288,31465
No,861,47970
No,1210,40606
No,1068,28077
No,832,32203
Yes,1048,10966
No,943,26389
No,61,37604
No,1437,38571
No,344,43484
No,1018,30847
No,980,44869
No,445,51584
No,282,50501
No,655,32400
No,1389,21151
No,0,37982
No,1330,50459
No,815,37947
No,1163,38323
No,769,49590
No,698,38960
Yes,1089,9668
No,1125,50702
No,1012,60698
No,482,34479
No,857,42663
No,994,52189
No,203,40490
Yes,1857,20628
No,567,67018
No,1429,51633
No,1339,44258
Yes,1126,22068
No,515,57242
No,390,39030
No,691,43511
No,1578,51414
No,819,22406
No,870,40535
No,629,35695
No,218,39616
No,87,31893
No,594,24274
No,51,38764
No,345,27013
No,1129,45044
No,1549,43240
No,466,26598
No,634,37672
No,959,46133
No,1635,36996
No,156,37600
No,1061,37410
No,862,59241
No,185,35058
No,1690,46228
No,407,41505
No,626,35196
No,1915,21361
No,669,46007
No,574,46696
No,1195,35622
No,286,30026
No,660,42055
No,1025,40380
No,1045,50639
No,523,37482
No,213,46844
No,317,30294
No,625,58912
No,454,39608
No,1293,65128
No,964,48406
No,316,39960
No,826,53874
No,667,24614
No,650,44359
No,449,38426
No,1326,35158
No,1322,51845
No,575,25670
No,392,20675
No,359,50990
No,947,9365
No,185,49716
No,601,49727
No,965,34783
No,937,42169
No,1226,43719
No,581,32454
No,62,51206
No,1654,23138
No,664,51135
No,11,52196
No,1006,34587
No,154,29153
No,498,55544
No,832,51737
No,1558,36742
No,705,23953
Yes,1234,30991
No,768,43326
No,1004,53397
No,1965,31805
No,930,21575
No,500,69343
No,1140,41776
No,518,27527
No,1168,35969
No,1402,32742
No,42,31813
No,989,35129
No,10,27237
No,987,50046
No,921,40528
No,534,30949
No,655,38193
No,224,51200
No,636,40497
No,979,46320
No,1303,50710
No,1235,50866
No,1265,49386
No,1033,42495
No,566,39033
No,522,22209
No,430,47462
No,1082,54100
No,450,52446
No,815,42520
No,549,64953
No,928,41482
No,1477,54845
No,1494,38744
No,1074,50491
No,693,46466
No,849,22750
No,1234,72461
No,1264,35385
No,1475,39872
No,700,25919
No,804,41429
No,121,36206
No,1032,38692
No,564,60222
No,377,37443
No,1510,41247
No,43,34317
No,861,36605
No,204,51108
No,1059,59865
No,1208,33417
No,616,34591
No,1019,34104
No,1437,46755
Yes,1801,38273
No,869,40902
No,1069,26315
No,839,34359
No,1278,25591
No,264,45987
No,1169,47561
No,456,43943
Yes,1548,25202
No,256,40227
No,401,53901
No,596,12136
No,290,36842
No,776,37022
No,895,43554
No,1799,57192
No,1112,40576
No,928,40618
No,252,38495
No,424,23984
No,1360,29868
No,337,40627
No,537,52514
No,600,39396
No,938,46371
Yes,2095,31165
No,1177,30579
No,1100,48202
No,418,54009
No,1176,19030
No,1245,40291
No,1069,37172
No,636,49415
No,348,49333
No,1580,45407
No,288,36515
No,1396,54149
No,75,50551
No,347,18488
No,771,45957
No,1272,21503
No,751,27180
No,830,35594
No,910,25184
No,713,20810
No,978,33691
No,1379,57844
No,1323,51956
No,460,47305
Yes,838,13357
No,472,60656
No,1187,27494
No,289,30471
No,1065,45738
No,605,27419
No,1004,24978
No,322,19420
No,640,34880
No,687,26903
No,337,35041
No,881,34605
No,1286,39531
No,940,52383
No,1635,40868
No,846,38353
No,365,10240
No,824,34857
No,1255,23297
No,1024,45202
Yes,1115,15648
No,273,32687
No,1387,29713
No,625,48345
No,263,17823
No,987,44605
No,930,45178
No,752,52663
No,319,34297
No,996,57973
No,1123,45367
No,111,32419
No,582,31655
No,982,38153
No,875,37144
No,650,41428
No,1453,43419
No,737,50265
No,106,41515
No,863,50668
No,1505,38223
No,853,39553
No,1119,46578
No,584,24581
No,912,40503
No,746,54678
No,573,43382
No,446,42344
No,865,53799
No,887,43410
No,558,42767
No,1602,41828
No,503,36521
No,522,47033
No,1215,21630
No,926,41502
No,523,35893
No,986,38665
No,562,63795
No,503,37750
No,1375,47099
No,770,25446
No,797,35035
No,589,38256
Yes,2074,39523
No,1128,51778
No,1143,40823
Yes,262,19600
No,769,47003
No,715,48116
No,223,51663
No,1659,36642
No,1062,50894
No,39,30962
No,1217,37968
Yes,1826,27019
No,1589,45093
No,1926,46535
No,893,9300
No,258,38310
No,1241,35599
Yes,1659,24085
No,1807,36307
No,1501,27355
No,1330,50561
No,914,15221
No,899,37920
No,458,49909
No,882,43550
No,603,25376
No,513,19022
No,881,35579
No,816,48647
No,1296,39718
No,1741,48311
Yes,1506,33676
No,906,49816
No,1278,41691
No,46,32526
No,630,50114
No,271,33490
No,1486,34705
Yes,1019,7752
No,936,21731
No,336,29403
No,870,17685
No,528,47963
No,1104,40006
No,1339,35072
No,916,42331
No,834,34175
No,382,49115
No,219,34513
No,1157,53450
Yes,1347,9911
No,1175,35830
No,909,46174
No,618,49386
No,933,61193
No,548,50619
Yes,1026,5655
No,581,52918
No,357,44473
No,645,38795
Yes,966,17055
No,363,51821
No,30,26710
Yes,959,45535
No,391,57525
No,451,38348
No,1413,53296
No,217,28860
No,144,48250
No,1200,38251
No,933,44714
No,445,51386
No,853,31607
Yes,652,33362
No,133,33371
No,1128,49541
No,1315,52556
No,786,48179
No,362,50906
No,1155,61089
No,18,43248
No,1585,45447
No,751,37304
No,1063,39301
No,710,46308
No,1064,26046
No,163,33935
No,615,40237
No,1011,28173
No,1491,39596
No,781,53179
No,476,25774
No,892,28188
No,814,33358
No,1280,23647
No,564,30381
No,526,8018
No,837,61951
No,808,56205
No,219,53260
No,988,49057
No,222,43668
No,959,38310
No,576,36959
No,1018,37242
No,1764,36686
No,883,38409
No,830,36523
No,163,40600
No,51,39386
No,806,35259
No,1186,50372
No,1083,41356
No,779,34090
No,5,44572
No,59,26939
No,684,37383
No,1139,24574
No,1293,48040
No,305,47218
No,1215,51805
No,694,40149
Yes,802,10603
No,1645,36839
No,280,58567
No,1267,40035
No,456,47634
No,962,44696
No,619,42869
No,871,39653
No,218,47657
No,713,44605
No,1315,33707
No,1058,39708
No,1303,28979
No,1408,33697
No,1018,25394
No,725,27801
No,446,25172
No,1367,45920
No,1354,39879
No,1556,34418
No,1267,51198
No,658,41883
No,819,50083
No,397,32657
No,422,32290
No,969,46027
No,809,39077
No,872,44408
No,1434,44618
No,579,50814
Yes,2129,27652
No,4,42174
No,218,36045
No,969,41715
No,1125,45623
No,419,37187
No,427,38496
No,949,36558
No,969,17352
No,1189,42286
No,1411,58310
No,73,13301
No,1348,29346
No,1089,43883
No,1112,47255
No,1124,46052
No,549,44909
No,385,55269
No,1132,56152
No,399,48890
No,1037,46239
No,928,38197
No,1000,43661
No,649,31039
No,1391,48415
No,1059,38918
No,416,44147
No,771,42418
No,728,20456
No,239,49328
No,954,41250
No,143,17435
No,295,45777
No,804,51015
No,619,45886
No,1157,38867
No,288,46617
No,452,29255
No,492,39305
No,1192,49005
No,152,23367
No,182,45508
No,732,42694
No,1916,23317
No,1419,33961
No,214,38721
No,831,58477
No,301,51540
No,572,42485
No,546,52620
No,1171,27338
No,323,25267
No,498,43898
No,92,22726
No,395,45084
No,210,35688
No,376,31373
No,1492,39005
No,906,43066
No,667,35694
No,279,30114
No,1390,48868
No,1061,49397
No,534,34129
No,280,26213
No,1125,37864
No,755,33461
No,1234,49448
No,700,48774
No,915,39789
No,1650,49482
No,367,33709
No,401,37173
No,1902,35009
No,983,60388
No,718,43827
No,874,24707
No,1577,33319
No,426,14541
No,668,52946
No,1030,34251
No,426,38586
No,1039,40029
No,603,50215
No,1396,39023
No,297,39082
No,614,34752
No,829,39984
No,675,58672
Yes,831,5004
No,284,37464
Yes,999,19375
No,393,45470
No,23,56687
No,1535,48592
Yes,1167,16720
No,400,40863
No,381,55896
No,1510,24428
No,1210,58175
No,1360,46235
No,1268,10234
No,890,38350
No,1509,30587
No,1260,35733
No,67,48792
No,1133,33678
No,862,32901
No,796,37923
No,1356,42263
Yes,1976,25947
No,664,43951
No,398,33057
No,304,47196
No,1293,52542
No,1664,54088
No,1070,34539
No,734,56254
No,932,40913
No,525,54739
No,1135,37963
No,1116,30620
No,158,42126
No,902,35284
No,1001,36709
No,325,41258
No,751,68883
No,1485,32479
No,1254,41767
No,1262,29546
No,274,21912
No,1038,53823
No,544,34391
No,762,46837
Yes,1274,19340
No,1021,44718
No,783,36917
No,1354,29591
No,678,31158
No,318,63022
No,141,41301
No,759,48560
No,1134,47189
No,600,48086
No,962,60455
No,675,44480
No,1104,39533
No,2391,50303
No,440,39396
No,1071,36017
No,1275,58962
No,763,35278
No,782,65618
No,854,46292
No,323,33674
No,980,31978
No,1077,33071
Yes,1336,24236
No,438,44738
No,955,45575
No,728,50404
No,260,40405
No,664,38338
Yes,2288,39524
No,1694,26996
No,764,49201
No,1219,45594
No,496,33783
No,1695,26624
No,978,43410
No,1085,15982
No,1249,31960
No,1071,58135
No,834,33688
No,1501,39892
No,981,54020
No,1018,29828
Yes,2149,29620
No,1189,29890
No,1092,43579
No,748,40727
No,632,35053
No,478,34319
No,1129,29722
Yes,928,9547
No,626,53756
No,751,31574
No,1075,41546
No,876,39499
No,560,28419
No,899,41268
No,846,36116
No,813,44708
No,529,44539
No,1486,51022
No,696,37600
No,320,53135
No,879,52946
No,449,47494
No,611,38712
No,462,37617
No,1105,32371
No,583,37119
No,457,21892
Yes,1750,37342
No,880,33682
Yes,1516,36252
No,14,31072
No,416,38426
No,1766,47642
No,1391,53255
No,897,48703
No,454,32179
No,790,30778
No,1439,20188
No,1093,43483
No,991,44446
No,755,14456
No,876,37668
No,908,21288
No,218,25401
Yes,2202,33786
No,173,30697
No,739,40657
No,624,59441
No,507,49861
No,875,52862
No,843,39957
No,1093,45479
No,372,25375
Yes,1189,14652
No,1112,45491
No,939,56633
No,712,52992
No,758,19661
No,845,58636
No,1569,36669
